Variable index;Variable type;Variable ID;Variable name;Variable data;Upper bound;Lower bound;Max;Min
500;FLUX;rxn00187_c0;rxn00187_c0;cpd00002_c0 + cpd00023_c0 + cpd00013_c0 => cpd00067_c0 + cpd00008_c0 + cpd00009_c0 + cpd00053_c0;1000;0;1000;0.0698424
501;REVERSE_FLUX;rxn02431_c0;rxn02431_c0;cpd00067_c0 + cpd00735_c0 + cpd00895_c0 <= cpd00643_c0 + cpd00936_c0;1000;0;1.20756;0.055829
502;FORWARD_FLUX;rxn05734_c0;rxn05734_c0;cpd00001_c0 + cpd00003_c0 + cpd00040_c0 <=> 2 cpd00067_c0 + cpd00004_c0 + cpd00180_c0;1000;0;0;0
503;REVERSE_FLUX;rxn05734_c0;rxn05734_c0;cpd00001_c0 + cpd00003_c0 + cpd00040_c0 <=> 2 cpd00067_c0 + cpd00004_c0 + cpd00180_c0;1000;0;0;0
504;FLUX;rxn00006_c0;rxn00006_c0;2 cpd00025_c0 => 2 cpd00001_c0 + cpd00007_c0;1000;0;0.603786;0
505;FORWARD_FLUX;rxn05338_c0;rxn05338_c0;cpd00006_c0 + cpd11482_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd11487_c0;1000;0;0;0
506;REVERSE_FLUX;rxn05338_c0;rxn05338_c0;cpd00006_c0 + cpd11482_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd11487_c0;1000;0;0;0
507;REVERSE_FLUX;rxn03135_c0;rxn03135_c0;2 cpd00067_c0 + cpd00023_c0 + cpd02843_c0 + cpd02851_c0 <= cpd00053_c0 + cpd02991_c0;1000;0;0.00409474;0.000409474
508;FORWARD_FLUX;rxn08310_c0;rxn08310_c0;cpd00052_c0 + cpd15525_c0 <=> cpd00067_c0 + cpd00012_c0 + cpd15418_c0;1000;0;0;0
509;REVERSE_FLUX;rxn08310_c0;rxn08310_c0;cpd00052_c0 + cpd15525_c0 <=> cpd00067_c0 + cpd00012_c0 + cpd15418_c0;1000;0;0;0
510;REVERSE_FLUX;rxn00915_c0;rxn00915_c0;cpd00067_c0 + cpd00012_c0 + cpd00126_c0 <= cpd00103_c0 + cpd00207_c0;1000;0;0;0
511;FLUX;rxn02853_c0;rxn02853_c0;cpd00001_c0 + cpd00003_c0 + cpd03052_c0 => 2 cpd00067_c0 + cpd00004_c0 + cpd01831_c0;1000;0;0;0
512;FORWARD_FLUX;rxn01967_c0;rxn01967_c0;cpd00501_c0 <=> cpd00863_c0;1000;0;0;0
513;REVERSE_FLUX;rxn01967_c0;rxn01967_c0;cpd00501_c0 <=> cpd00863_c0;1000;0;0;0
514;FORWARD_FLUX;rxn10224_c0;rxn10224_c0;cpd00052_c0 + cpd15681_c0 <=> cpd00067_c0 + cpd00012_c0 + cpd15687_c0;1000;0;0;0
515;REVERSE_FLUX;rxn10224_c0;rxn10224_c0;cpd00052_c0 + cpd15681_c0 <=> cpd00067_c0 + cpd00012_c0 + cpd15687_c0;1000;0;0;0
516;FORWARD_FLUX;rxn05337_c0;rxn05337_c0;cpd00006_c0 + cpd11479_c0 <=> cpd00005_c0 + cpd11486_c0;1000;0;0;0
517;REVERSE_FLUX;rxn05337_c0;rxn05337_c0;cpd00006_c0 + cpd11479_c0 <=> cpd00005_c0 + cpd11486_c0;1000;0;0;0
518;FORWARD_FLUX;rxn01135_c0;rxn01135_c0;cpd00010_c0 + cpd00002_c0 + cpd00180_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd00262_c0;1000;0;0;0
519;REVERSE_FLUX;rxn01135_c0;rxn01135_c0;cpd00010_c0 + cpd00002_c0 + cpd00180_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd00262_c0;1000;0;0;0
520;FLUX;rxn00474_c0;rxn00474_c0;cpd00054_c0 + cpd00359_c0 => cpd00001_c0 + cpd00065_c0;1000;0;0.16388;0
521;FLUX;rxn03147_c0;rxn03147_c0;cpd00002_c0 + cpd00041_c0 + cpd02893_c0 => cpd00067_c0 + cpd00008_c0 + cpd00009_c0 + cpd02921_c0;1000;0;0.0161017;0.00161017
522;FLUX;rxn03843_c0;rxn03843_c0;cpd00113_c0 + cpd00350_c0 => cpd00067_c0 + cpd00012_c0 + cpd08211_c0;1000;0;0;0
523;FORWARD_FLUX;rxn05376_c0;rxn05376_c0;cpd00067_c0 + cpd00005_c0 + cpd11512_c0 <=> cpd00006_c0 + cpd11513_c0;1000;0;0.0044006;0.00044006
524;REVERSE_FLUX;rxn05376_c0;rxn05376_c0;cpd00067_c0 + cpd00005_c0 + cpd11512_c0 <=> cpd00006_c0 + cpd11513_c0;1000;0;0;0
525;FORWARD_FLUX;rxn11809_c0;rxn11809_c0;cpd00067_c0 + cpd00004_c0 + cpd04806_c0 <=> cpd00003_c0 + cpd16365_c0;1000;0;0;0
526;REVERSE_FLUX;rxn11809_c0;rxn11809_c0;cpd00067_c0 + cpd00004_c0 + cpd04806_c0 <=> cpd00003_c0 + cpd16365_c0;1000;0;0;0
527;FORWARD_FLUX;rxn01116_c0;rxn01116_c0;cpd00171_c0 <=> cpd00198_c0;1000;0;0;0
528;REVERSE_FLUX;rxn01116_c0;rxn01116_c0;cpd00171_c0 <=> cpd00198_c0;1000;0;0.166972;0.00333564
529;FORWARD_FLUX;rxn02182_c0;rxn02182_c0;cpd01560_c0 <=> cpd00013_c0 + cpd00663_c0;1000;0;0;0
530;REVERSE_FLUX;rxn02182_c0;rxn02182_c0;cpd01560_c0 <=> cpd00013_c0 + cpd00663_c0;1000;0;0;0
531;FORWARD_FLUX;rxn02811_c0;rxn02811_c0;cpd02693_c0 <=> cpd00001_c0 + cpd01710_c0;1000;0;0;0
532;REVERSE_FLUX;rxn02811_c0;rxn02811_c0;cpd02693_c0 <=> cpd00001_c0 + cpd01710_c0;1000;0;0.0237931;0.00237931
533;FORWARD_FLUX;rxn03062_c0;rxn03062_c0;cpd00003_c0 + cpd02693_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd02605_c0;1000;0;0.0237931;0.00237931
534;REVERSE_FLUX;rxn03062_c0;rxn03062_c0;cpd00003_c0 + cpd02693_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd02605_c0;1000;0;0;0
535;FORWARD_FLUX;rxn00670_c0;rxn00670_c0;cpd00009_c0 + cpd00086_c0 <=> cpd00010_c0 + cpd01844_c0;1000;0;1000;0
536;REVERSE_FLUX;rxn00670_c0;rxn00670_c0;cpd00009_c0 + cpd00086_c0 <=> cpd00010_c0 + cpd01844_c0;1000;0;1000;0
537;REVERSE_FLUX;rxn01544_c0;rxn01544_c0;cpd00067_c0 + cpd00012_c0 + cpd00497_c0 <= cpd00103_c0 + cpd00309_c0;1000;0;0.00850143;0.000850143
538;FLUX;rxn00863_c0;rxn00863_c0;cpd00001_c0 + cpd00003_c0 + cpd01324_c0 => 2 cpd00067_c0 + cpd00004_c0 + cpd00119_c0;1000;0;1000;0
539;FORWARD_FLUX;rxn09113_c0;rxn09113_c0;cpd00080_c0 + cpd15421_c0 <=> cpd00046_c0 + cpd15547_c0;1000;0;0;0
540;REVERSE_FLUX;rxn09113_c0;rxn09113_c0;cpd00080_c0 + cpd15421_c0 <=> cpd00046_c0 + cpd15547_c0;1000;0;0;0
541;FLUX;rxn05557_c0;rxn05557_c0;cpd00002_c0 + cpd00001_c0 + 2 cpd00137_e0[e] + cpd10516_e0[e] => cpd00067_c0 + cpd00008_c0 + 2 cpd00137_c0 + cpd00009_c0 + cpd10516_c0;1000;0;0;0
542;FORWARD_FLUX;rxn01270_c0;rxn01270_c0;cpd00032_c0 + cpd00616_c0 <=> cpd00041_c0 + cpd00219_c0;1000;0;0;0
543;REVERSE_FLUX;rxn01270_c0;rxn01270_c0;cpd00032_c0 + cpd00616_c0 <=> cpd00041_c0 + cpd00219_c0;1000;0;0;0
544;FORWARD_FLUX;rxn00751_c0;rxn00751_c0;cpd00002_c0 + cpd00098_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00457_c0;1000;0;0;0
545;REVERSE_FLUX;rxn00751_c0;rxn00751_c0;cpd00002_c0 + cpd00098_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00457_c0;1000;0;0;0
546;FORWARD_FLUX;rxn00908_c0;rxn00908_c0;cpd00003_c0 + cpd00033_c0 + cpd00087_c0 <=> cpd00004_c0 + cpd00011_c0 + cpd00013_c0 + cpd00125_c0;1000;0;0.603928;0.0280649
547;REVERSE_FLUX;rxn00908_c0;rxn00908_c0;cpd00003_c0 + cpd00033_c0 + cpd00087_c0 <=> cpd00004_c0 + cpd00011_c0 + cpd00013_c0 + cpd00125_c0;1000;0;0;0
548;FLUX;rxn05515_c0;rxn05515_c0;cpd00002_c0 + cpd00001_c0 + cpd00423_e0[e] => cpd00067_c0 + cpd00008_c0 + cpd00009_c0 + cpd00423_c0;1000;0;0;0
549;REVERSE_FLUX;rxn02402_c0;rxn02402_c0;cpd00012_c0 + cpd00011_c0 + cpd00873_c0 <= cpd00067_c0 + cpd02333_c0 + cpd00103_c0;1000;0;0.000319926;3.19926e-05
550;FORWARD_FLUX;rxn02036_c0;rxn02036_c0;cpd00022_c0 + cpd00546_c0 <=> cpd00010_c0 + cpd01824_c0;1000;0;0;0
551;REVERSE_FLUX;rxn02036_c0;rxn02036_c0;cpd00022_c0 + cpd00546_c0 <=> cpd00010_c0 + cpd01824_c0;1000;0;0;0
552;FORWARD_FLUX;rxn01607_c0;rxn01607_c0;cpd00002_c0 + cpd00332_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00812_c0;1000;0;0.0180516;0.00180516
553;REVERSE_FLUX;rxn01607_c0;rxn01607_c0;cpd00002_c0 + cpd00332_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00812_c0;1000;0;0;0
554;FORWARD_FLUX;rxn12845_c0;rxn12845_c0;cpd00001_c0 + cpd15604_c0 <=> cpd00033_c0 + cpd00107_c0;1000;0;0;0
555;REVERSE_FLUX;rxn12845_c0;rxn12845_c0;cpd00001_c0 + cpd15604_c0 <=> cpd00033_c0 + cpd00107_c0;1000;0;0;0
556;FORWARD_FLUX;rxn05380_c0;rxn05380_c0;cpd00067_c0 + cpd00005_c0 + cpd11516_c0 <=> cpd00006_c0 + cpd11517_c0;1000;0;0.0044006;0.00044006
557;REVERSE_FLUX;rxn05380_c0;rxn05380_c0;cpd00067_c0 + cpd00005_c0 + cpd11516_c0 <=> cpd00006_c0 + cpd11517_c0;1000;0;0;0
558;FLUX;rxn05347_c0;rxn05347_c0;cpd11492_c0 + cpd11494_c0 => cpd00011_c0 + cpd11493_c0 + cpd11488_c0;1000;0;0;0
559;FORWARD_FLUX;rxn06077_c0;rxn06077_c0;cpd00001_c0 + cpd11420_c0 + cpd00060_c0 <=> cpd11421_c0 + cpd01914_c0;1000;0;0;0
560;REVERSE_FLUX;rxn06077_c0;rxn06077_c0;cpd00001_c0 + cpd11420_c0 + cpd00060_c0 <=> cpd11421_c0 + cpd01914_c0;1000;0;0;0
561;FLUX;rxn03407_c0;rxn03407_c0;cpd00002_c0 + cpd00013_c0 + cpd03491_c0 => cpd00067_c0 + cpd00008_c0 + cpd00009_c0 + cpd03492_c0;1000;0;0;0
562;FORWARD_FLUX;rxn05143_c0;rxn05143_c0;cpd00001_c0 + cpd00006_c0 + cpd03333_c0 <=> 2 cpd00067_c0 + cpd00005_c0 + cpd00373_c0;1000;0;1000;0
563;REVERSE_FLUX;rxn05143_c0;rxn05143_c0;cpd00001_c0 + cpd00006_c0 + cpd03333_c0 <=> 2 cpd00067_c0 + cpd00005_c0 + cpd00373_c0;1000;0;1000;0
564;FLUX;rxn01303_c0;rxn01303_c0;cpd00022_c0 + cpd00227_c0 => cpd00010_c0 + cpd00790_c0;1000;0;0.023654;0.0023654
565;FORWARD_FLUX;rxn00113_c0;rxn00113_c0;2 cpd00002_c0 + cpd00001_c0 + cpd00011_c0 + cpd00013_c0 <=> 3 cpd00067_c0 + 2 cpd00008_c0 + cpd00009_c0 + cpd00146_c0;1000;0;1000;0
566;REVERSE_FLUX;rxn00113_c0;rxn00113_c0;2 cpd00002_c0 + cpd00001_c0 + cpd00011_c0 + cpd00013_c0 <=> 3 cpd00067_c0 + 2 cpd00008_c0 + cpd00009_c0 + cpd00146_c0;1000;0;999.929;0
567;FORWARD_FLUX;rxn04736_c0;rxn04736_c0;cpd00003_c0 + cpd01859_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd09802_c0;1000;0;0;0
568;REVERSE_FLUX;rxn04736_c0;rxn04736_c0;cpd00003_c0 + cpd01859_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd09802_c0;1000;0;0;0
569;FORWARD_FLUX;rxn06023_c0;rxn06023_c0;cpd00010_c0 + cpd12370_c0 <=> cpd11493_c0 + cpd00045_c0;1000;0;0.000159963;1.59963e-05
570;REVERSE_FLUX;rxn06023_c0;rxn06023_c0;cpd00010_c0 + cpd12370_c0 <=> cpd11493_c0 + cpd00045_c0;1000;0;0;0
571;FORWARD_FLUX;rxn01678_c0;rxn01678_c0;cpd00002_c0 + cpd00978_c0 <=> cpd00008_c0 + cpd00358_c0;1000;0;0;0
572;REVERSE_FLUX;rxn01678_c0;rxn01678_c0;cpd00002_c0 + cpd00978_c0 <=> cpd00008_c0 + cpd00358_c0;1000;0;0;0
573;FORWARD_FLUX;rxn00832_c0;rxn00832_c0;cpd00001_c0 + cpd00114_c0 <=> cpd02884_c0;1000;0;0;0
574;REVERSE_FLUX;rxn00832_c0;rxn00832_c0;cpd00001_c0 + cpd00114_c0 <=> cpd02884_c0;1000;0;0.0201964;0.00201964
575;FORWARD_FLUX;rxn05871_c0;rxn05871_c0;cpd00003_c0 + cpd00195_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd11616_c0;1000;0;0;0
576;REVERSE_FLUX;rxn05871_c0;rxn05871_c0;cpd00003_c0 + cpd00195_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd11616_c0;1000;0;0;0
577;FORWARD_FLUX;rxn01106_c0;rxn01106_c0;cpd00482_c0 <=> cpd00169_c0;1000;0;669.206;0.046744
578;REVERSE_FLUX;rxn01106_c0;rxn01106_c0;cpd00482_c0 <=> cpd00169_c0;1000;0;0;0
579;FORWARD_FLUX;rxn12640_c0;rxn12640_c0;cpd00001_c0 + cpd11586_c0 <=> cpd00023_c0 + cpd00035_c0;1000;0;0;0
580;REVERSE_FLUX;rxn12640_c0;rxn12640_c0;cpd00001_c0 + cpd11586_c0 <=> cpd00023_c0 + cpd00035_c0;1000;0;0;0
581;FORWARD_FLUX;rxn00931_c0;rxn00931_c0;cpd00006_c0 + cpd00129_c0 <=> 2 cpd00067_c0 + cpd00005_c0 + cpd02431_c0;1000;0;1000;0
582;REVERSE_FLUX;rxn00931_c0;rxn00931_c0;cpd00006_c0 + cpd00129_c0 <=> 2 cpd00067_c0 + cpd00005_c0 + cpd02431_c0;1000;0;1000;0
583;FORWARD_FLUX;rxn02418_c0;rxn02418_c0;cpd00001_c0 + cpd00885_c0 <=> cpd00067_c0 + cpd00009_c0 + cpd02788_c0;1000;0;0;0
584;REVERSE_FLUX;rxn02418_c0;rxn02418_c0;cpd00001_c0 + cpd00885_c0 <=> cpd00067_c0 + cpd00009_c0 + cpd02788_c0;1000;0;0;0
585;FLUX;rxn09450_c0;rxn09450_c0;cpd00010_c0 + cpd00002_c0 + cpd15237_c0 => cpd00012_c0 + cpd00018_c0 + cpd15238_c0;1000;0;0;0
586;FLUX;rxn00412_c0;rxn00412_c0;cpd00002_c0 + cpd00001_c0 + cpd00053_c0 + cpd00062_c0 => 2 cpd00067_c0 + cpd00008_c0 + cpd00009_c0 + cpd00052_c0 + cpd00023_c0;1000;0;999.93;0
587;FORWARD_FLUX;rxn02339_c0;rxn02339_c0;cpd00024_c0 + cpd01974_c0 <=> cpd00023_c0 + cpd00830_c0;1000;0;0;0
588;REVERSE_FLUX;rxn02339_c0;rxn02339_c0;cpd00024_c0 + cpd01974_c0 <=> cpd00023_c0 + cpd00830_c0;1000;0;0;0
589;FORWARD_FLUX;rxn00650_c0;rxn00650_c0;cpd00001_c0 + cpd01017_c0 <=> cpd00033_c0 + cpd00084_c0;1000;0;0;0
590;REVERSE_FLUX;rxn00650_c0;rxn00650_c0;cpd00001_c0 + cpd01017_c0 <=> cpd00033_c0 + cpd00084_c0;1000;0;0.000159963;1.59963e-05
591;FLUX;rxn03167_c0;rxn03167_c0;3 cpd00001_c0 + cpd02978_c0 => 3 cpd00067_c0 + 3 cpd00009_c0 + cpd02961_c0;1000;0;0.000479888;4.79888e-05
592;FORWARD_FLUX;rxn02737_c0;rxn02737_c0;cpd01482_c0 <=> cpd01623_c0;1000;0;0;0
593;REVERSE_FLUX;rxn02737_c0;rxn02737_c0;cpd01482_c0 <=> cpd01623_c0;1000;0;0;0
594;FLUX;rxn04604_c0;rxn04604_c0;cpd00001_c0 + cpd09255_c0 => cpd00067_c0 + cpd00106_c0 + cpd00461_c0;1000;0;0;0
595;FORWARD_FLUX;rxn00515_c0;rxn00515_c0;cpd00002_c0 + cpd00090_c0 <=> cpd00008_c0 + cpd00068_c0;1000;0;999.978;0
596;REVERSE_FLUX;rxn00515_c0;rxn00515_c0;cpd00002_c0 + cpd00090_c0 <=> cpd00008_c0 + cpd00068_c0;1000;0;999.995;0
597;FORWARD_FLUX;rxn05397_c0;rxn05397_c0;cpd00067_c0 + cpd00005_c0 + cpd11533_c0 <=> cpd00006_c0 + cpd11534_c0;1000;0;0.0044006;0.00044006
598;REVERSE_FLUX;rxn05397_c0;rxn05397_c0;cpd00067_c0 + cpd00005_c0 + cpd11533_c0 <=> cpd00006_c0 + cpd11534_c0;1000;0;0;0
599;FORWARD_FLUX;rxn03005_c0;rxn03005_c0;2 cpd00067_c0 + cpd00087_c0 + cpd02678_c0 <=> cpd00001_c0 + cpd00347_c0 + cpd02394_c0;1000;0;999.996;0
600;REVERSE_FLUX;rxn03005_c0;rxn03005_c0;2 cpd00067_c0 + cpd00087_c0 + cpd02678_c0 <=> cpd00001_c0 + cpd00347_c0 + cpd02394_c0;1000;0;1000;0
601;FLUX;rxn03437_c0;rxn03437_c0;cpd02535_c0 => cpd00001_c0 + cpd00508_c0;1000;0;0.0168919;0.00168919
602;FORWARD_FLUX;rxn01353_c0;rxn01353_c0;cpd00002_c0 + cpd00295_c0 <=> cpd00008_c0 + cpd00241_c0;1000;0;0;0
603;REVERSE_FLUX;rxn01353_c0;rxn01353_c0;cpd00002_c0 + cpd00295_c0 <=> cpd00008_c0 + cpd00241_c0;1000;0;0;0
604;FORWARD_FLUX;rxn10235_c0;rxn10235_c0;2 cpd00067_c0 + cpd15692_c0 <=> cpd00011_c0 + cpd15698_c0;1000;0;0;0
605;REVERSE_FLUX;rxn10235_c0;rxn10235_c0;2 cpd00067_c0 + cpd15692_c0 <=> cpd00011_c0 + cpd15698_c0;1000;0;0;0
606;FORWARD_FLUX;rxn12633_c0;rxn12633_c0;cpd00001_c0 + cpd11593_c0 <=> cpd00041_c0 + cpd00035_c0;1000;0;0;0
607;REVERSE_FLUX;rxn12633_c0;rxn12633_c0;cpd00001_c0 + cpd11593_c0 <=> cpd00041_c0 + cpd00035_c0;1000;0;0;0
608;REVERSE_FLUX;rxn01639_c0;rxn01639_c0;cpd00001_c0 + cpd00344_c0 <= cpd00023_c0 + cpd00378_c0;1000;0;0;0
609;FORWARD_FLUX;rxn00313_c0;rxn00313_c0;cpd00067_c0 + cpd00516_c0 <=> cpd00011_c0 + cpd00039_c0;1000;0;0.301475;0.00147457
610;REVERSE_FLUX;rxn00313_c0;rxn00313_c0;cpd00067_c0 + cpd00516_c0 <=> cpd00011_c0 + cpd00039_c0;1000;0;0;0
611;FORWARD_FLUX;rxn00735_c0;rxn00735_c0;cpd00004_c0 + cpd00011_c0 + cpd00094_c0 <=> cpd00003_c0 + cpd03593_c0;1000;0;0;0
612;REVERSE_FLUX;rxn00735_c0;rxn00735_c0;cpd00004_c0 + cpd00011_c0 + cpd00094_c0 <=> cpd00003_c0 + cpd03593_c0;1000;0;0;0
613;FLUX;rxn00775_c0;rxn00775_c0;cpd00001_c0 + cpd00251_c0 => 2 cpd00067_c0 + cpd00018_c0 + cpd00101_c0;1000;0;0;0
614;FORWARD_FLUX;rxn05405_c0;rxn05405_c0;cpd00067_c0 + cpd00005_c0 + cpd11541_c0 <=> cpd00006_c0 + cpd11542_c0;1000;0;0.0044006;0.00044006
615;REVERSE_FLUX;rxn05405_c0;rxn05405_c0;cpd00067_c0 + cpd00005_c0 + cpd11541_c0 <=> cpd00006_c0 + cpd11542_c0;1000;0;0;0
616;FLUX;rxn10571_c0;rxn10571_c0;cpd00002_c0 + cpd00001_c0 + cpd00254_e0[e] => cpd00067_c0 + cpd00008_c0 + cpd00009_c0 + cpd00254_c0;1000;0;1000;0
617;FORWARD_FLUX;rxn00547_c0;rxn00547_c0;cpd00002_c0 + cpd00082_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00072_c0;1000;0;0;0
618;REVERSE_FLUX;rxn00547_c0;rxn00547_c0;cpd00002_c0 + cpd00082_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00072_c0;1000;0;0;0
619;FORWARD_FLUX;rxn03366_c0;rxn03366_c0;cpd00001_c0 + cpd00006_c0 + cpd03365_c0 <=> 2 cpd00067_c0 + cpd00005_c0 + cpd03366_c0;1000;0;1000;0
620;REVERSE_FLUX;rxn03366_c0;rxn03366_c0;cpd00001_c0 + cpd00006_c0 + cpd03365_c0 <=> 2 cpd00067_c0 + cpd00005_c0 + cpd03366_c0;1000;0;1000;0
621;FLUX;rxn02895_c0;rxn02895_c0;cpd00002_c0 + cpd00033_c0 + cpd01982_c0 => cpd00067_c0 + cpd00008_c0 + cpd00009_c0 + cpd02394_c0;1000;0;0.0162617;0.00162617
622;FORWARD_FLUX;rxn02508_c0;rxn02508_c0;cpd02642_c0 <=> cpd00956_c0;1000;0;0.16388;0.000243844
623;REVERSE_FLUX;rxn02508_c0;rxn02508_c0;cpd02642_c0 <=> cpd00956_c0;1000;0;0;0
624;FORWARD_FLUX;rxn00543_c0;rxn00543_c0;cpd00003_c0 + cpd00363_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00071_c0;1000;0;0;0
625;REVERSE_FLUX;rxn00543_c0;rxn00543_c0;cpd00003_c0 + cpd00363_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00071_c0;1000;0;0;0
626;FORWARD_FLUX;rxn00428_c0;rxn00428_c0;cpd00001_c0 + cpd01530_c0 <=> 2 cpd00067_c0 + cpd00055_c0 + 2 cpd00099_c0;1000;0;0;0
627;REVERSE_FLUX;rxn00428_c0;rxn00428_c0;cpd00001_c0 + cpd01530_c0 <=> 2 cpd00067_c0 + cpd00055_c0 + 2 cpd00099_c0;1000;0;0;0
628;FLUX;rxn00420_c0;rxn00420_c0;cpd00001_c0 + cpd00738_c0 => cpd00054_c0 + cpd00009_c0;1000;0;669.193;0.033613
629;FORWARD_FLUX;rxn01500_c0;rxn01500_c0;cpd00010_c0 + 2 cpd00003_c0 + cpd00332_c0 <=> 2 cpd00067_c0 + 2 cpd00004_c0 + cpd00292_c0;1000;0;0;0
630;REVERSE_FLUX;rxn01500_c0;rxn01500_c0;cpd00010_c0 + 2 cpd00003_c0 + cpd00332_c0 <=> 2 cpd00067_c0 + 2 cpd00004_c0 + cpd00292_c0;1000;0;0.0180516;0.00180516
631;FORWARD_FLUX;rxn10221_c0;rxn10221_c0;cpd00052_c0 + cpd15678_c0 <=> cpd00067_c0 + cpd00012_c0 + cpd15684_c0;1000;0;0.0022003;0.00022003
632;REVERSE_FLUX;rxn10221_c0;rxn10221_c0;cpd00052_c0 + cpd15678_c0 <=> cpd00067_c0 + cpd00012_c0 + cpd15684_c0;1000;0;0;0
633;FORWARD_FLUX;rxn06710_c0;rxn06710_c0;cpd00017_c0 + cpd12562_c0 <=> cpd00019_c0 + cpd12603_c0;1000;0;0;0
634;REVERSE_FLUX;rxn06710_c0;rxn06710_c0;cpd00017_c0 + cpd12562_c0 <=> cpd00019_c0 + cpd12603_c0;1000;0;0;0
635;FORWARD_FLUX;rxn05005_c0;rxn05005_c0;cpd00017_c0 + cpd00774_c0 <=> cpd00067_c0 + cpd00019_c0 + cpd11206_c0;1000;0;0.000159963;1.59963e-05
636;REVERSE_FLUX;rxn05005_c0;rxn05005_c0;cpd00017_c0 + cpd00774_c0 <=> cpd00067_c0 + cpd00019_c0 + cpd11206_c0;1000;0;0;0
637;FORWARD_FLUX;rxn02795_c0;rxn02795_c0;cpd00001_c0 + cpd03247_c0 <=> cpd00033_c0 + cpd01663_c0;1000;0;0;0
638;REVERSE_FLUX;rxn02795_c0;rxn02795_c0;cpd00001_c0 + cpd03247_c0 <=> cpd00033_c0 + cpd01663_c0;1000;0;0;0
639;FLUX;rxn00048_c0;rxn00048_c0;cpd00067_c0 + 2 cpd02656_c0 => cpd00220_c0 + cpd02882_c0;1000;0;0.000319926;3.19926e-05
640;FORWARD_FLUX;rxn07876_c0;rxn07876_c0;cpd00001_c0 + cpd00003_c0 + cpd06739_c0 <=> 2 cpd00067_c0 + cpd00004_c0 + cpd15166_c0;1000;0;0;0
641;REVERSE_FLUX;rxn07876_c0;rxn07876_c0;cpd00001_c0 + cpd00003_c0 + cpd06739_c0 <=> 2 cpd00067_c0 + cpd00004_c0 + cpd15166_c0;1000;0;0;0
642;FORWARD_FLUX;rxn12191_c0;rxn12191_c0;cpd00006_c0 + cpd00098_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00447_c0;1000;0;1000;0
643;REVERSE_FLUX;rxn12191_c0;rxn12191_c0;cpd00006_c0 + cpd00098_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00447_c0;1000;0;1000;0
644;FORWARD_FLUX;rxn09200_c0;rxn09200_c0;2 cpd00067_c0 + cpd15555_c0 <=> cpd00011_c0 + cpd15531_c0;1000;0;0;0
645;REVERSE_FLUX;rxn09200_c0;rxn09200_c0;2 cpd00067_c0 + cpd15555_c0 <=> cpd00011_c0 + cpd15531_c0;1000;0;0;0
646;FLUX;rxn00726_c0;rxn00726_c0;cpd00013_c0 + cpd00216_c0 => cpd00067_c0 + cpd00001_c0 + cpd00020_c0 + cpd00093_c0;1000;0;0.16388;0
647;FLUX;rxn01025_c0;rxn01025_c0;cpd00067_c0 + cpd00001_c0 + cpd01587_c0 => cpd00013_c0 + cpd00151_c0;1000;0;0;0
648;FORWARD_FLUX;rxn02155_c0;rxn02155_c0;cpd00002_c0 + cpd00873_c0 <=> cpd00012_c0 + cpd00638_c0;1000;0;0.000319926;3.19926e-05
649;REVERSE_FLUX;rxn02155_c0;rxn02155_c0;cpd00002_c0 + cpd00873_c0 <=> cpd00012_c0 + cpd00638_c0;1000;0;0;0
650;FORWARD_FLUX;rxn02187_c0;rxn02187_c0;cpd00668_c0 <=> cpd02569_c0;1000;0;1000;0
651;REVERSE_FLUX;rxn02187_c0;rxn02187_c0;cpd00668_c0 <=> cpd02569_c0;1000;0;999.996;0
652;FLUX;rxn02475_c0;rxn02475_c0;cpd00067_c0 + cpd00001_c0 + cpd00957_c0 => cpd00013_c0 + cpd00931_c0;1000;0;0.000319926;3.19926e-05
653;FORWARD_FLUX;rxn05339_c0;rxn05339_c0;cpd00006_c0 + cpd11478_c0 <=> cpd00005_c0 + cpd11488_c0;1000;0;0;0
654;REVERSE_FLUX;rxn05339_c0;rxn05339_c0;cpd00006_c0 + cpd11478_c0 <=> cpd00005_c0 + cpd11488_c0;1000;0;0;0
655;FORWARD_FLUX;rxn02614_c0;rxn02614_c0;cpd00026_c0 + cpd01172_c0 <=> cpd00014_c0 + cpd02518_c0;1000;0;0;0
