REACTIONS
ENTRY;DATABASE ID;EQUATION;Lower FLUX bound;Upper FLUX bound;Min FLUX;Max FLUX
411;rxn02789_c0;cpd01646_c0 <=> H2O_c0 + cpd01710_c0;-1000;1000;0.00237931;0.0237931
412;rxn03666_c0;H2O_c0 + cpd05041_c0 <=> H+_c0 + cpd00461_c0 + cpd00093_c0;-1000;1000;0;0
413;rxn07099_c0;H2O_c0 + Penam_c0 <=> H+_c0 + cpd12884_c0;-1000;1000;0;0
414;rxn00988_c0;CoA_c0 + ATP_c0 + cpd00142_c0 => H+_c0 + PPi_c0 + AMP_c0 + cpd00279_c0;0;1000;0;0
415;rxn00410_c0;ATP_c0 + NH3_c0 + UTP_c0 <=> 2 H+_c0 + ADP_c0 + cpd00009_c0 + CTP_c0;-1000;1000;-999.93;0.00600015
416;rxn03063_c0;cpd00017_c0 + cpd03221_c0 <=> H+_c0 + cpd00019_c0 + cpd02755_c0;-1000;1000;0;0
417;rxn12510_c0;ATP_c0 + PAN_c0 <=> H+_c0 + ADP_c0 + cpd02201_c0;-1000;1000;3.19926e-05;0.000319926
418;rxn00151_c0;ATP_c0 + cpd00020_c0 + cpd00009_c0 <=> 2 H+_c0 + PPi_c0 + AMP_c0 + cpd00061_c0;-1000;1000;-1000;999.989
419;rxn04780_c0;H+_c0 + H2O_c0 + cpd09847_c0 <=> NH3_c0 + cpd09848_c0;-1000;1000;0;0
420;rxn05342_c0;NADP_c0 + HMA_c0 <=> NADPH_c0 + cpd11491_c0;-1000;1000;-0.00516817;-0.000516817
421;rxn00414_c0;2 ATP_c0 + H2O_c0 + cpd00053_c0 + H2CO3_c0 => 2 H+_c0 + 2 ADP_c0 + cpd00009_c0 + cpd00023_c0 + cpd00146_c0;0;1000;0;999.93
422;rxn09110_c0;cpd00080_c0 + cpd15422_c0 <=> CMP_c0 + cpd15544_c0;-1000;1000;0;0
423;rxn06012_c0;cpd11611_c0 + cpd00267_c0 <=> CoA_c0 + 2 H+_c0 + cpd00167_c0;-1000;1000;0;0
424;rxn03970_c0;H2O_c0 + NAD_c0 + cpd01733_c0 <=> 2 H+_c0 + NADH_c0 + cpd01059_c0;-1000;1000;-1000;1000
425;rxn00799_c0;cpd00130_c0 <=> H2O_c0 + cpd00106_c0;-1000;1000;-999.93;0.360099
426;rxn01977_c0;cpd00079_c0 <=> cpd00863_c0;-1000;1000;-1000;999.999
427;rxn02405_c0;CTP_c0 + KDO_c0 => H+_c0 + PPi_c0 + CMP-KDO_c0;0;1000;0.000387613;0.00387613
428;rxn00011_c0;CO2_c0 + cpd03049_c0 <= H+_c0 + cpd00020_c0 + TPP_c0;-1000;-0;-1000;-0
429;rxn01986_c0;cpd00509_c0 <=> cpd00510_c0;-1000;1000;0;0
430;rxn01069_c0;H2O_c0 + cpd00809_c0 => cpd00009_c0 + cpd00161_c0;0;1000;0.0010904;0.010904
431;rxn00791_c0;H+_c0 + PPi_c0 + cpd02642_c0 <= PRPP_c0 + cpd00093_c0;-1000;-0;-0.16388;-0.000243844
432;rxn00065_c0;ATP_c0 => H+_c0 + PPi_c0 + cAMP_c0;0;1000;0;1000
433;rxn07108_c0;cpd11611_c0 + cpd00623_c0 <=> CoA_c0 + 2 H+_c0 + cpd08908_c0;-1000;1000;0;0
434;rxn05181_c0;ATP_c0 + H2O_c0 + BET_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + BET_c0;0;1000;0;0
435;rxn05312_c0;H+_e0[e] + cpd00009_e0[e] <= H+_c0 + cpd00009_c0;-1000;-0;-1000;-0
436;rxn08975_c0;H+_c0 + NADH_c0 + cpd15560_c0 => NAD_c0 + cpd15561_c0;0;1000;0;575.586
437;rxn02884_c0;H+_c0 + cpd02507_c0 <=> CO2_c0 + cpd01960_c0;-1000;1000;0;0
438;rxn03378_c0;H2O_c0 + cpd03393_c0 <=> cpd00182_c0 + cpd03397_c0;-1000;1000;0;0
439;rxn00105_c0;ATP_c0 + cpd00355_c0 <=> PPi_c0 + NAD_c0;-1000;1000;0;0
440;rxn03446_c0;H2O_c0 + cpd03607_c0 => cpd00009_c0 + cpd03608_c0;0;1000;0;0
441;rxn01302_c0;NADP_c0 + cpd00227_c0 <=> H+_c0 + NADPH_c0 + cpd00346_c0;-1000;1000;-1000;999.997
442;rxn03486_c0;H+_c0 + Acetate_c0 + cpd00461_c0 <=> H2O_c0 + cpd03715_c0;-1000;1000;0;0
443;rxn00223_c0;cpd00027_c0 <=> cpd00082_c0;-1000;1000;0;0
444;rxn05029_c0;ATP_c0 + H+_c0 + cpd03422_c0 <=> cpd00421_c0 + cpd03918_c0;-1000;1000;1.59963e-05;0.000159963
445;rxn05393_c0;H+_c0 + NADPH_c0 + cpd11529_c0 <=> NADP_c0 + cpd11530_c0;-1000;1000;0.00044006;0.0044006
446;rxn01418_c0;CoA_c0 + H+_c0 + NAD_c0 + cpd00269_c0 <=> NADH_c0 + CO2_c0 + cpd00413_c0;-1000;1000;0;0
447;rxn05315_c0;H+_e0[e] + Zn2+_c0 + K+_e0[e] <=> H+_c0 + Zn2+_e0[e] + K+_c0;-1000;1000;0;1000
448;rxn05663_c0;H+_e0[e] + cpd00065_e0[e] <=> H+_c0 + cpd00065_c0;-1000;1000;-0.163636;-1.89327e-28
449;rxn00559_c0;cpd00235_c0 <=> cpd00072_c0;-1000;1000;0;0
450;rxn07609_c0;H2O_c0 + cpd14980_c0 <=> H+_c0 + cpd00461_c0 + cpd01129_c0;-1000;1000;0;0
451;rxn03538_c0;cpd03423_c0 + cpd03920_c0 <=> H+_c0 + GMP_c0 + cpd00166_c0;-1000;1000;1.59963e-05;0.000159963
452;rxn09310_c0;ATP_c0 + cpd00084_c0 + cpd00069_c0 + cpd08289_c0 => 2 H+_c0 + H2O_c0 + PPi_c0 + AMP_c0 + CO2_c0 + cpd02654_c0 + cpd00035_c0 + cpd15378_c0;0;1000;1.59963e-05;0.000159963
453;rxn02834_c0;H2O_c0 + cpd01775_c0 => 2 H+_c0 + PPi_c0 + cpd01777_c0;0;1000;0.000409474;0.00409474
454;rxn01213_c0;cpd00113_c0 + DMAPP_c0 <=> H+_c0 + PPi_c0 + cpd00283_c0;-1000;1000;0.000177193;0.00177193
455;rxn00459_c0;cpd00482_c0 <=> H2O_c0 + cpd00061_c0;-1000;1000;-669.206;-0.046744
456;rxn12851_c0;ATP_c0 + H2O_c0 + Gly-Tyr_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + Gly-Tyr_c0;0;1000;0;0
457;rxn00770_c0;ATP_c0 + cpd00101_c0 <=> H+_c0 + AMP_c0 + PRPP_c0;-1000;1000;0.00424687;601.481
458;rxn05195_c0;ATP_c0 + H2O_c0 + fe3_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + fe3_c0;0;1000;0;0
459;rxn05209_c0;H+_c0 + Na+_e0[e] <=> H+_e0[e] + Na+_c0;-1000;1000;-1000;1000
460;rxn10234_c0;2 H+_c0 + cpd15691_c0 <=> CO2_c0 + cpd15697_c0;-1000;1000;0;0
461;rxn06190_c0;cpd00022_c0 + cpd11706_c0 <=> CoA_c0 + cpd12383_c0;-1000;1000;0;0
462;rxn00427_c0;H2O2_c0 + cpd00116_c0 <=> 2 H2O_c0 + cpd00055_c0;-1000;1000;-1.20756;-0.055829
463;rxn04238_c0;H2O_c0 + cpd08732_c0 <=> H+_c0 + cpd08733_c0;-1000;1000;0;0
464;rxn06197_c0;ATP_c0 + cpd11712_c0 <=> H+_c0 + ADP_c0 + cpd12508_c0;-1000;1000;0;0
465;rxn01208_c0;CO2_c0 + 4MOP_c0 <= H+_c0 + cpd02605_c0;-1000;-0;-0.0237931;-0.00237931
466;rxn03513_c0;cpd00017_c0 + cpd03833_c0 <=> 2 H+_c0 + cpd00019_c0 + cpd03834_c0;-1000;1000;0;0
467;rxn10474_c0;Co2+_c0 <=> Co2+_e0[e];-1000;1000;-0.000159963;-1.59963e-05
468;rxn00260_c0;cpd00041_c0 + cpd00024_c0 <=> cpd00032_c0 + cpd00023_c0;-1000;1000;-999.943;-0.013188
469;rxn04757_c0;cpd05521_c0 <=> cpd05513_c0;-1000;1000;0;0
470;rxn05504_c0;ATP_c0 + H2O_c0 + cpd11597_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + cpd11597_c0;0;1000;0;0
471;rxn10473_c0;Cl-_c0 <=> Cl-_e0[e];-1000;1000;0;0
472;rxn00181_c0;ATP_c0 + H+_c0 + cpd00023_c0 <=> ADP_c0 + cpd03413_c0;-1000;1000;0;0
473;rxn00669_c0;CoA_c0 + ATP_c0 + cpd00141_c0 <=> ADP_c0 + cpd00009_c0 + cpd00086_c0;-1000;1000;-1000;1000
474;rxn05247_c0;CoA_c0 + ATP_c0 + fa1_c0 => PPi_c0 + AMP_c0 + fa1coa_c0;0;1000;0;0
475;rxn00858_c0;H2O_c0 + cpd00152_c0 => cpd00118_c0 + Urea_c0;0;1000;0;0
476;rxn03136_c0;SAICAR_c0 <=> H+_c0 + cpd00106_c0 + AICAR_c0;-1000;1000;0.00161017;0.0161017
477;rxn10229_c0;cpd00054_c0 + cpd15686_c0 => CMP_c0 + 2 H+_c0 + cpd15692_c0;0;1000;0;0
478;rxn02937_c0;ATP_c0 + cpd02826_c0 <=> H+_c0 + ADP_c0 + cpd00009_c0 + AIR_c0;-1000;1000;0.00162617;0.0162617
479;rxn01652_c0;H2O_c0 + cpd00347_c0 <=> H+_c0 + cpd02197_c0;-1000;1000;0;0
480;rxn03541_c0;cpd03917_c0 + cpd02039_c0 <=> H2O_c0 + cpd03918_c0;-1000;1000;-1000;1000
481;rxn03137_c0;cpd00201_c0 + AICAR_c0 <=> cpd00087_c0 + FAICAR_c0;-1000;1000;0.00201964;0.0201964
482;rxn05544_c0;ATP_c0 + H2O_c0 + Ala-Leu_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + Ala-Leu_c0;0;1000;0;0
483;rxn08312_c0;CTP_c0 + cpd15527_c0 <=> H+_c0 + PPi_c0 + cpd15420_c0;-1000;1000;0;0
484;rxn00952_c0;H2S_c0 + cpd00790_c0 => Acetate_c0 + cpd00135_c0;0;1000;0.0023654;0.023654
485;rxn00161_c0;NADP_c0 + cpd00130_c0 => cpd00020_c0 + CO2_c0 + NADPH_c0;0;1000;0;1000
486;rxn00371_c0;NAD_c0 + Formate_c0 => NADH_c0 + CO2_c0;0;1000;0.000143967;0.00143967
487;rxn10226_c0;cpd00054_c0 + cpd15683_c0 => CMP_c0 + 2 H+_c0 + cpd15689_c0;0;1000;5.50076e-05;0.000550076
488;rxn09211_c0;cpd00054_c0 + cpd15420_c0 => CMP_c0 + 2 H+_c0 + cpd15558_c0;0;1000;0;0
489;rxn05006_c0;cpd00017_c0 + cpd11206_c0 <=> cpd00019_c0 + cpd01620_c0;-1000;1000;1.59963e-05;0.000159963
490;rxn06874_c0;16 ATP_c0 + 16 H2O_c0 + 8 cpd11620_c0 + N2_c0 <=> 6 H+_c0 + 16 ADP_c0 + H2_c0 + 16 cpd00009_c0 + 2 NH3_c0 + 8 cpd11621_c0;-1000;1000;0;0
491;rxn11599_c0;H+_c0 + cpd16471_c0 <=> H2O_c0 + cpd03292_c0;-1000;1000;0;0
492;rxn12206_c0;H+_c0 + cpd00308_c0 => Acetate_c0 + CO2_c0;0;1000;0;0
493;rxn01800_c0;H+_c0 + H2O_c0 + cpd00654_c0 => NH3_c0 + cpd00412_c0;0;1000;0;0
494;rxn02107_c0;H2O_c0 + NAD_c0 + cpd03709_c0 <=> 2 H+_c0 + NADH_c0 + SALC_c0;-1000;1000;0;0
495;rxn08309_c0;CTP_c0 + cpd15524_c0 <=> H+_c0 + PPi_c0 + cpd15419_c0;-1000;1000;0;0
496;rxn05171_c0;ATP_c0 + H2O_c0 + Nitrate_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + Nitrate_c0;0;1000;0;0
497;rxn01512_c0;ATP_c0 + dTDP_c0 <=> ADP_c0 + TTP_c0;-1000;1000;-1000;1000
498;rxn04954_c0;NAD_c0 + cpd00345_c0 <=> H+_c0 + NADH_c0 + cpd00125_c0;-1000;1000;-1000;999.999
499;rxn05517_c0;H+_e0[e] + K+_e0[e] + Cd2+_c0 <=> H+_c0 + K+_c0 + Cd2+_e0[e];-1000;1000;0;0
500;rxn01257_c0;cpd00053_c0 + cpd00216_c0 <=> cpd00023_c0 + ADC_c0;-1000;1000;4.79888e-05;0.000479888
501;rxn00903_c0;cpd00024_c0 + cpd00156_c0 <=> cpd00023_c0 + cpd00123_c0;-1000;1000;-0.0446593;-0.00446593
502;rxn01216_c0;H+_c0 + cpd00203_c0 <=> DPG_c0;-1000;1000;0;0
503;rxn02213_c0;cpd00699_c0 => H2O_c0 + cpd01716_c0;0;1000;0.00176148;0.165398
504;rxn03365_c0;H2O_c0 + NAD_c0 + cpd03365_c0 <=> 2 H+_c0 + NADH_c0 + cpd03366_c0;-1000;1000;-1000;1000
505;rxn01429_c0;cpd00270_c0 + Quinate_c0 <=> CoA_c0 + cpd00634_c0;-1000;1000;0;0
506;rxn01127_c0;ATP_c0 + H+_c0 + dAMP_c0 <=> ADP_c0 + dADP_c0;-1000;1000;0;0
507;rxn05537_c0;ATP_c0 + H2O_c0 + cpd11589_e0[e] => H+_c0 + ADP_c0 + cpd11589_c0 + cpd00009_c0;0;1000;0;0
508;rxn04908_c0;H+_c0 + NADH_c0 + cpd04248_c0 <=> H2O_c0 + NAD_c0 + cpd04661_c0;-1000;1000;0;0
509;rxn06160_c0;Retinol_c0 + cpd11611_c0 <=> CoA_c0 + H+_c0 + cpd12018_c0;-1000;1000;0;0
510;rxn03114_c0;cpd00289_c0 + cpd02797_c0 <=> H+_c0 + PPi_c0 + cpd02824_c0;-1000;1000;0;0
511;rxn05341_c0;NADP_c0 + cpd11483_c0 <=> H+_c0 + NADPH_c0 + cpd11490_c0;-1000;1000;0;0
512;rxn05882_c0;H+_c0 + cpd11625_c0 <=> CO2_c0 + RCHO_c0;-1000;1000;0;0
513;rxn03971_c0;H2O_c0 + NADP_c0 + cpd01733_c0 <=> 2 H+_c0 + NADPH_c0 + cpd01059_c0;-1000;1000;-1000;1000
514;rxn01626_c0;H2O_c0 + cpd00337_c0 => H+_c0 + cpd01720_c0;0;1000;0;0
515;rxn07438_c0;H2O_c0 + trdox_c0 + cpd12237_c0 <=> trdrd_c0 + cpd14507_c0;-1000;1000;0;0
516;rxn00743_c0;H2O_c0 + cpd00095_c0 => cpd00009_c0 + cpd00157_c0;0;1000;-1.35525e-20;-1.35525e-20
517;rxn02483_c0;H+_c0 + cpd00938_c0 => CO2_c0 + cpd02255_c0;0;1000;0;0
518;rxn01265_c0;PPi_c0 + cpd00873_c0 <=> PRPP_c0 + Niacin_c0;-1000;1000;-0.000159963;-1.59963e-05
519;rxn00782_c0;cpd00009_c0 + NADP_c0 + cpd00102_c0 <= H+_c0 + NADPH_c0 + cpd00203_c0;-1000;-0;-1000;-0
520;rxn05189_c0;ATP_c0 + H2O_c0 + cpd03725_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + cpd03725_c0;0;1000;0;0
521;rxn00704_c0;cpd00089_c0 <=> cpd00079_c0;-1000;1000;-0.00646021;-0.000646021
522;rxn01459_c0;H2O_c0 + NADP_c0 + cpd00434_c0 => 2 H+_c0 + NADPH_c0 + GABA_c0;0;1000;0;0
523;rxn05252_c0;CoA_c0 + ATP_c0 + fa11_c0 => PPi_c0 + AMP_c0 + fa11coa_c0;0;1000;0;0
524;rxn12642_c0;H2O_c0 + Ala-His_c0 <=> cpd00035_c0 + cpd00119_c0;-1000;1000;0;0
525;rxn07673_c0;cpd00192_c0 + Delphin_c0 <=> CoA_c0 + cpd15067_c0;-1000;1000;0;0
526;rxn05117_c0;cpd00041_c0 + NADP_c0 => 2 H+_c0 + NADPH_c0 + cpd03470_c0;0;1000;0;0.000319926
527;rxn01530_c0;NAD_c0 + Retinol_c0 <=> H+_c0 + NADH_c0 + Retinal_c0;-1000;1000;0;0
528;rxn10806_c0;2 H+_c0 + 0.5 O2_c0 + cpd15499_c0 => H2O_c0 + 2 H+_e0[e] + cpd15500_c0;0;1000;0;1.53659
529;rxn01101_c0;NAD_c0 + cpd00169_c0 <=> H+_c0 + NADH_c0 + cpd02069_c0;-1000;1000;0.033613;669.193
530;rxn00355_c0;UTP_c0 + cpd00348_c0 <=> PPi_c0 + cpd00043_c0;-1000;1000;0;0
531;rxn03084_c0;ATP_c0 + H2O_c0 + cpd00053_c0 + cpd02678_c0 => H+_c0 + ADP_c0 + cpd00009_c0 + cpd00023_c0 + cpd02826_c0;0;1000;0.00162617;0.0162617
532;rxn10233_c0;2 H+_c0 + cpd15690_c0 <=> CO2_c0 + cpd15696_c0;-1000;1000;5.50076e-05;0.000550076
533;rxn06600_c0;cpd00087_c0 + cpd11830_c0 => NH3_c0 + cpd00125_c0 + cpd12225_c0;0;1000;0;0
534;rxn02310_c0;cpd00017_c0 + cpd02650_c0 <=> H+_c0 + cpd00019_c0 + cpd00799_c0;-1000;1000;0;0
535;rxn00558_c0;cpd00079_c0 <=> cpd00072_c0;-1000;1000;-1000;999.999
536;rxn12635_c0;H2O_c0 + Gly-Met_c0 <=> Glycine_c0 + cpd00060_c0;-1000;1000;0;0
537;rxn00346_c0;H+_c0 + cpd00041_c0 => CO2_c0 + cpd00085_c0;0;1000;3.19926e-05;0.000319926
538;rxn05297_c0;H+_e0[e] + cpd00023_e0[e] <=> H+_c0 + cpd00023_c0;-1000;1000;-1000;1000
539;rxn04726_c0;NAD_c0 + cpd09792_c0 <=> H+_c0 + NADH_c0 + cpd09793_c0;-1000;1000;0;0
540;rxn03127_c0;HTP_c0 + cpd02438_c0 <=> H+_c0 + cpd02935_c0 + Methane_c0;-1000;1000;0;0
541;rxn00194_c0;H+_c0 + cpd00023_c0 => CO2_c0 + GABA_c0;0;1000;0;0
542;rxn00806_c0;cpd00024_c0 + cpd00107_c0 <=> cpd00023_c0 + 4MOP_c0;-1000;1000;-0.0193925;-0.00193925
543;rxn02199_c0;cpd00022_c0 + cpd00680_c0 <=> CoA_c0 + cpd02267_c0;-1000;1000;0;0
544;rxn01851_c0;H2O_c0 + NAD_c0 + cpd00434_c0 => 2 H+_c0 + NADH_c0 + GABA_c0;0;1000;0;0
545;rxn11834_c0;NAD_c0 + cpd16395_c0 <=> H+_c0 + NADH_c0 + cpd16396_c0;-1000;1000;0;0
546;rxn09449_c0;CoA_c0 + ATP_c0 + ocdca_c0 => H+_c0 + PPi_c0 + AMP_c0 + strcoa_c0;0;1000;0;0
547;rxn05192_c0;ATP_c0 + H2O_c0 + cpd08305_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + cpd08305_c0;0;1000;0;0
548;rxn00314_c0;H2O_c0 + NADP_c0 + cpd02490_c0 <=> H+_c0 + cpd00020_c0 + NADPH_c0 + cpd00039_c0;-1000;1000;0;0
549;rxn14138_c0;cpd00086_c0 + cpd03164_c0 <=> CoA_c0 + cpd03232_c0;-1000;1000;0;0
550;rxn05538_c0;ATP_c0 + H2O_c0 + cpd11588_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + cpd11588_c0;0;1000;0;0
551;rxn05616_c0;Mg_c0 <=> Mg_e0[e];-1000;1000;0;1000
552;rxn01790_c0;NADP_c0 + cpd00408_c0 <=> H+_c0 + NADPH_c0 + cpd00712_c0;-1000;1000;-0.000319926;-3.19926e-05
553;rxn05651_c0;H+_e0[e] + Sulfate_e0[e] <=> H+_c0 + Sulfate_c0;-1000;1000;1.59963e-05;0.000159963
554;rxn00077_c0;ATP_c0 + NAD_c0 <=> H+_c0 + ADP_c0 + NADP_c0;-1000;1000;-1000;1000
555;rxn01388_c0;cpd00260_c0 <=> H2O_c0 + cpd00331_c0;-1000;1000;-1000;1000
556;rxn02391_c0;cpd02603_c0 <=> cpd02601_c0;-1000;1000;0;0
557;rxn03638_c0;cpd00022_c0 + cpd03671_c0 => CoA_c0 + H+_c0 + cpd02611_c0;0;1000;0.000516817;0.00516817
558;rxn02897_c0;cpd00873_c0 + cpd01997_c0 <=> H+_c0 + Niacin_c0 + cpd02904_c0;-1000;1000;1.59963e-05;0.000159963
559;rxn05126_c0;H2O_c0 + NAD_c0 + cpd11341_c0 => 2 H+_c0 + NADH_c0 + cpd11408_c0;0;1000;0;0
560;rxn05249_c0;CoA_c0 + ATP_c0 + fa3_c0 => PPi_c0 + AMP_c0 + fa3coa_c0;0;1000;0;0
561;rxn04047_c0;cpd00017_c0 + cpd08369_c0 <=> cpd08370_c0 + cpd00019_c0;-1000;1000;0;0
562;rxn10223_c0;CTP_c0 + cpd15680_c0 <=> H+_c0 + PPi_c0 + cpd15686_c0;-1000;1000;0;0
563;rxn04658_c0;H+_c0 + NADPH_c0 + cpd09350_c0 => cpd00009_c0 + NADP_c0 + cpd09351_c0;0;1000;0;0
564;rxn10260_c0;cpd00080_c0 + cpd15684_c0 <=> CMP_c0 + cpd15717_c0;-1000;1000;0.000165023;0.00165023
565;rxn03915_c0;H2O_c0 + NAD_c0 + cpd01956_c0 <=> 2 H+_c0 + NADH_c0 + cpd01129_c0;-1000;1000;0;0
566;rxn03075_c0;ATP_c0 + cpd02636_c0 <=> H+_c0 + ADP_c0 + cpd02654_c0;-1000;1000;0;0
567;rxn01368_c0;H+_c0 + H2O_c0 + cpd00367_c0 => NH3_c0 + Uridine_c0;0;1000;0;0
568;rxn09199_c0;2 H+_c0 + cpd15554_c0 <=> CO2_c0 + cpd15530_c0;-1000;1000;0;0
569;rxn05939_c0;H+_c0 + CO2_c0 + cpd11620_c0 + cpd00078_c0 <=> CoA_c0 + cpd00024_c0 + cpd11621_c0;-1000;1000;-999.995;-0.0774082
570;rxn09109_c0;cpd00080_c0 + cpd15423_c0 <=> CMP_c0 + cpd15543_c0;-1000;1000;0;0
571;rxn00141_c0;H2O_c0 + cpd00019_c0 <=> cpd00135_c0 + cpd00182_c0;-1000;1000;0.000850143;601.478
572;rxn02003_c0;NADP_c0 + cpd02113_c0 <=> H+_c0 + cpd00522_c0 + NADPH_c0;-1000;1000;-0.00129204;-0.000129204
573;rxn07056_c0;H2O_c0 + Amide_c0 <=> NH3_c0 + cpd00049_c0;-1000;1000;0;0
574;rxn14294_c0;cpd00350_c0 <=> H+_c0 + PPi_c0 + cpd06559_c0;-1000;1000;0;0
575;rxn00186_c0;ATP_c0 + 2 H2O_c0 + cpd01293_c0 => H+_c0 + ADP_c0 + cpd00009_c0 + cpd00023_c0;0;1000;0;0
576;rxn01241_c0;NAD_c0 + cpd00449_c0 <=> H+_c0 + NADH_c0 + cpd00213_c0;-1000;1000;0;0
577;rxn00859_c0;H2O_c0 + 2 NAD_c0 + cpd00641_c0 <=> 3 H+_c0 + 2 NADH_c0 + cpd00119_c0;-1000;1000;-1000;0.00409474
578;rxn00438_c0;ATP_c0 + H+_c0 + cpd00793_c0 <=> ADP_c0 + TPP_c0;-1000;1000;1.59963e-05;0.000159963
579;rxn07346_c0;H2O_c0 + cpd14710_c0 <=> H+_c0 + cpd01955_c0 + cpd14711_c0;-1000;1000;0;0
580;rxn04744_c0;H2O_c0 + NAD_c0 + cpd09811_c0 <=> 2 H+_c0 + NADH_c0 + cpd09812_c0;-1000;1000;0;0
581;rxn02185_c0;TPP_c0 + ALCTT_c0 <=> cpd00020_c0 + cpd03049_c0;-1000;1000;-0.0423093;-0.00423093
582;rxn00763_c0;NAD_c0 + cpd00100_c0 <=> H+_c0 + NADH_c0 + cpd00448_c0;-1000;1000;0;0
583;rxn02473_c0;cpd02843_c0 => H2O_c0 + cpd00930_c0;0;1000;0.000409474;0.00409474
584;rxn03665_c0;H2O_c0 + cpd03989_c0 <=> H+_c0 + cpd00461_c0 + cpd01711_c0;-1000;1000;0;0
585;rxn06060_c0;H2S2O3_c0 + 2 GSH_c0 <=> H+_c0 + Sulfite_c0 + H2S_c0 + cpd00111_c0;-1000;1000;0;0
586;rxn01434_c0;ATP_c0 + cpd00041_c0 + cpd00274_c0 <=> 2 H+_c0 + PPi_c0 + AMP_c0 + cpd02152_c0;-1000;1000;0.00127443;999.931
587;rxn06299_c0;H2_c0 + cpd00649_c0 <=> cpd00792_c0;-1000;1000;-2.41511;-0.111658
588;rxn00912_c0;H2O_c0 + cpd00123_c0 + cpd00125_c0 <=> cpd00087_c0 + cpd00712_c0;-1000;1000;0.055861;1.20759
589;rxn12147_c0;H2O_c0 + DKDI_c0 => H+_c0 + cpd16540_c0;0;1000;0;0
590;rxn03512_c0;3 H+_c0 + cpd03835_c0 <=> cpd03832_c0;-1000;1000;0;0
591;rxn11938_c0;H2O_c0 + NAD_c0 + cpd00735_c0 => NADH_c0 + CO2_c0 + cpd00643_c0;0;1000;0.055829;1.20756
592;rxn00985_c0;ATP_c0 + cpd00141_c0 <=> ADP_c0 + cpd01844_c0;-1000;1000;-1000;1000
593;rxn12849_c0;ATP_c0 + H2O_c0 + Gly-Leu_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + Gly-Leu_c0;0;1000;0;0
594;rxn10259_c0;cpd00080_c0 + cpd15683_c0 <=> CMP_c0 + cpd15716_c0;-1000;1000;0.000165023;0.00165023
595;rxn01602_c0;NADP_c0 + cpd00330_c0 <=> H+_c0 + NADPH_c0 + Folate_c0;-1000;1000;0;0
596;rxn07720_c0;cpd05630_c0 + cpd00270_c0 <=> CoA_c0 + cpd15087_c0;-1000;1000;0;0
597;rxn08094_c0;CoA_c0 + NAD_c0 + cpd00024_c0 <=> NADH_c0 + CO2_c0 + cpd00078_c0;-1000;1000;-1000;-0.0824117
598;rxn03068_c0;NADP_c0 + cpd02498_c0 <=> H+_c0 + NADPH_c0 + cpd02569_c0;-1000;1000;-1000;999.996
599;rxn05223_c0;ATP_c0 + H2O_c0 + BIOT_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + BIOT_c0;0;1000;0;0
600;rxn03020_c0;cpd02737_c0 + CoM_c0 <=> H4MPT_c0 + cpd02438_c0;-1000;1000;-1.20756;-0.055829
601;rxn02927_c0;2 H+_c0 + 2 H2O_c0 + cpd02103_c0 => CO2_c0 + 2 NH3_c0 + cpd02160_c0;0;1000;0;0
602;rxn05344_c0;cpd11492_c0 + cpd11466_c0 => CO2_c0 + ACP_c0 + cpd11485_c0;0;1000;0;0
603;rxn12636_c0;H+_c0 + H2O_c0 + cpd11590_c0 <=> cpd00035_c0 + cpd00060_c0;-1000;1000;0;0
604;rxn05144_c0;cpd00171_c0 + cpd00102_c0 + cpd00053_c0 => H+_c0 + 3 H2O_c0 + cpd00009_c0 + cpd00023_c0 + cpd00016_c0;0;1000;1.59963e-05;0.000159963
605;rxn11759_c0;PRPP_c0 + 5-FU_c0 <=> PPi_c0 + cpd16438_c0;-1000;1000;0;0
606;rxn05414_c0;H+_c0 + NADPH_c0 + cpd11550_c0 <=> NADP_c0 + cpd11551_c0;-1000;1000;0;0
607;rxn05596_c0;H+_e0[e] + K+_c0 <=> H+_c0 + K+_e0[e];-1000;1000;-1000;1000
608;rxn02373_c0;cpd00009_c0 + NADP_c0 + cpd00858_c0 <= H+_c0 + cpd02097_c0 + NADPH_c0;-1000;-0;-0.360952;-1.5131e-25
609;rxn03094_c0;H2O_c0 + cpd03245_c0 <=> Glycine_c0 + cpd02733_c0;-1000;1000;0;0
610;rxn00085_c0;2 cpd00023_c0 + NADP_c0 <=> H+_c0 + NADPH_c0 + cpd00024_c0 + cpd00053_c0;-1000;1000;-999.993;-0.0625804
611;rxn00119_c0;ATP_c0 + H+_c0 + UMP_c0 <=> ADP_c0 + UDP_c0;-1000;1000;0.00132766;0.0132766
612;rxn11749_c0;H+_c0 + H2O_c0 + cpd16439_c0 <=> NH3_c0 + cpd16329_c0;-1000;1000;0;0
